/college-football/team/_/id/2132/cincinnati-bearcats,FBS,American
/college-football/team/_/id/151/east-carolina-pirates,FBS,American
/college-football/team/_/id/248/houston-cougars,FBS,American
/college-football/team/_/id/235/memphis-tigers,FBS,American
/college-football/team/_/id/2426/navy-midshipmen,FBS,American
/college-football/team/_/id/2567/smu-mustangs,FBS,American
/college-football/team/_/id/58/south-florida-bulls,FBS,American
/college-football/team/_/id/218/temple-owls,FBS,American
/college-football/team/_/id/2655/tulane-green-wave,FBS,American
/college-football/team/_/id/202/tulsa-golden-hurricane,FBS,American
/college-football/team/_/id/2116/ucf-knights,FBS,American
/college-football/team/_/id/103/boston-college-eagles,FBS,ACC
/college-football/team/_/id/228/clemson-tigers,FBS,ACC
/college-football/team/_/id/150/duke-blue-devils,FBS,ACC
/college-football/team/_/id/52/florida-state-seminoles,FBS,ACC
/college-football/team/_/id/59/georgia-tech-yellow-jackets,FBS,ACC
/college-football/team/_/id/97/louisville-cardinals,FBS,ACC
/college-football/team/_/id/2390/miami-hurricanes,FBS,ACC
/college-football/team/_/id/152/nc-state-wolfpack,FBS,ACC
/college-football/team/_/id/153/north-carolina-tar-heels,FBS,ACC
/college-football/team/_/id/221/pittsburgh-panthers,FBS,ACC
/college-football/team/_/id/183/syracuse-orange,FBS,ACC
/college-football/team/_/id/258/virginia-cavaliers,FBS,ACC
/college-football/team/_/id/259/virginia-tech-hokies,FBS,ACC
/college-football/team/_/id/154/wake-forest-demon-deacons,FBS,ACC
/college-football/team/_/id/239/baylor-bears,FBS,Big 12
/college-football/team/_/id/66/iowa-state-cyclones,FBS,Big 12
/college-football/team/_/id/2305/kansas-jayhawks,FBS,Big 12
/college-football/team/_/id/2306/kansas-state-wildcats,FBS,Big 12
/college-football/team/_/id/201/oklahoma-sooners,FBS,Big 12
/college-football/team/_/id/197/oklahoma-state-cowboys,FBS,Big 12
/college-football/team/_/id/2628/tcu-horned-frogs,FBS,Big 12
/college-football/team/_/id/251/texas-longhorns,FBS,Big 12
/college-football/team/_/id/2641/texas-tech-red-raiders,FBS,Big 12
/college-football/team/_/id/277/west-virginia-mountaineers,FBS,Big 12
/college-football/team/_/id/356/illinois-fighting-illini,FBS,Big Ten
/college-football/team/_/id/84/indiana-hoosiers,FBS,Big Ten
/college-football/team/_/id/2294/iowa-hawkeyes,FBS,Big Ten
/college-football/team/_/id/120/maryland-terrapins,FBS,Big Ten
/college-football/team/_/id/127/michigan-state-spartans,FBS,Big Ten
/college-football/team/_/id/130/michigan-wolverines,FBS,Big Ten
/college-football/team/_/id/135/minnesota-golden-gophers,FBS,Big Ten
/college-football/team/_/id/158/nebraska-cornhuskers,FBS,Big Ten
/college-football/team/_/id/77/northwestern-wildcats,FBS,Big Ten
/college-football/team/_/id/194/ohio-state-buckeyes,FBS,Big Ten
/college-football/team/_/id/213/penn-state-nittany-lions,FBS,Big Ten
/college-football/team/_/id/2509/purdue-boilermakers,FBS,Big Ten
/college-football/team/_/id/164/rutgers-scarlet-knights,FBS,Big Ten
/college-football/team/_/id/275/wisconsin-badgers,FBS,Big Ten
/college-football/team/_/id/2429/charlotte-49ers,FBS,Conference USA
/college-football/team/_/id/2226/florida-atlantic-owls,FBS,Conference USA
/college-football/team/_/id/2229/florida-international-panthers,FBS,Conference USA
/college-football/team/_/id/2348/louisiana-tech-bulldogs,FBS,Conference USA
/college-football/team/_/id/2393/middle-tennessee-blue-raiders,FBS,Conference USA
